dep,nom,cp,nb_hab_2010,nb_hab_1999,nb_hab_2012,dens,surf,long,lat,alt_min,alt_max
4,Simiane-la-Rotonde,4150,584,532,600,8,67.86,5.56667,43.9833,456,1113
4,Montclar,4140,461,398,500,19,23.38,6.33333,44.4,1082,2500
4,Estoublon,4270,466,337,400,13,33.85,6.16667,43.9333,493,1362
4,La Garde,4120,90,56,100,5,16.63,6.55,43.8333,777,1894
4,Puimoisson,4410,743,550,700,20,35.44,6.13333,43.8667,567,781
4,Bellaffaire,4250,143,141,100,10,13.12,6.18333,44.4167,717,1597
4,La Motte-du-Caire,4250,525,486,500,19,27.27,6.03333,44.35,623,1547
4,Montjustin,4110,48,60,100,4,10.15,5.63333,43.85,386,721
4,Riez,4500,1805,1667,1800,45,40,6.1,43.8167,473,680
4,Bras-d'Asse,4270,531,395,500,20,26.1,6.11667,43.9167,455,812
4,Sainte-Tulle,4220,3344,3059,3300,195,17.07,5.76667,43.7833,269,521
4,Redortiers,4150,75,68,100,1,45.77,5.65,44.0833,810,1430
4,Allos,4260,691,640,700,5,116.65,6.63333,44.2333,1339,3040
4,Moriez,4170,194,178,200,5,37.18,6.46667,43.95,820,1700
4,Moustiers-Sainte-Marie,4360,706,631,700,8,87.97,6.21667,43.85,474,1729
4,Saumane,4150,108,86,100,33,3.21,5.68333,44.0833,746,980
4,Mison,4200,1005,850,1000,31,31.72,5.83333,44.2667,489,735
4,Peyruis,4310,2689,2218,2500,115,23.23,5.93333,44.0333,381,740
4,Verdaches,4140,57,47,100,2,22.92,6.33333,44.2667,1078,2186
4,Ubraye,4240,105,85,100,2,35.65,6.7,43.9,720,1938
4,La Bréole,4340,409,325,300,10,39.66,6.3,44.45,650,1590
4,Thoard,4380,737,647,700,16,43.69,6.15,44.15,667,1652
4,Saint-Benoît,4240,127,112,100,6,21.03,6.73333,43.9667,515,1402
4,Beynes,4270,123,114,100,2,41.24,6.23333,43.9833,537,1601
4,Valernes,4200,237,231,200,8,28.49,5.96667,44.2667,460,1357
4,Malijai,4350,1960,1636,2000,73,26.56,6.03333,44.05,422,1080
4,Lurs,4700,375,346,400,16,22.48,5.88333,43.9667,340,621
4,Auzet,4140,79,87,100,2,34.53,6.3,44.3,1068,2028
4,Châteauneuf-Val-Saint-Donat,4200,503,348,500,23,21.1,5.95,44.1,480,1458
4,Mallefougasse-Augès,4230,239,136,200,12,19.71,5.89778,44.0662,460,1545
4,Saint-Lions,4330,34,32,0,2,11.55,6.4,43.9833,739,1589
4,Angles,4170,71,67,100,7,9.83,6.56667,43.9333,880,1777
4,Nibles,4250,44,42,0,3,12.31,6.01667,44.2833,538,1162
4,Revest-Saint-Martin,4230,82,85,100,10,7.56,5.81667,44.0333,520,830
4,Reillanne,4110,1521,1339,1500,39,38.55,5.66667,43.8833,387,805
4,Allons,4170,135,81,100,3,41.71,6.6,43.9667,951,1992
4,Castellane,4120,1537,1515,1600,13,117.79,6.51667,43.85,639,1761
4,Ganagobie,4310,102,91,100,9,10.5,5.91667,44,367,719
4,Volonne,4290,1668,1516,1600,67,24.61,6.01667,44.1167,433,1244
4,Montlaux,4230,137,132,100,6,19.75,5.84445,44.047,492,807
4,Oraison,4700,5392,4122,5200,140,38.42,5.91667,43.9167,323,645
4,Saint-André-les-Alpes,4170,923,818,900,19,47.46,6.5,43.9667,880,1784
4,Vergons,4170,120,108,100,2,45.73,6.58333,43.9167,860,1938
4,Sigonce,4300,411,319,400,20,19.97,5.83333,44,414,744
4,Chaudon-Norante,4330,156,129,100,4,37.48,6.35,43.9833,628,1612
4,Barles,4140,156,114,200,2,59.05,6.26667,44.2667,912,2186
4,Gigors,4250,61,41,100,4,13.69,6.15,44.4167,806,1586
4,Pontis,5160,81,45,100,5,14.11,6.36667,44.5,771,2320
4,Limans,4300,337,295,300,16,20.97,5.73333,43.9833,452,919
4,Méolans-Revel,4340,336,285,300,2,127.74,6.51167,44.4014,912,2928
4,Lardiers,4230,114,124,100,3,30.08,5.71667,44.05,679,1700
4,Authon,4200,45,33,0,1,40.16,6.13333,44.2333,881,2114
4,Prads-Haute-Bléone,4420,179,147,200,1,165.64,6.44334,44.22,831,2920
4,Mézel,4270,700,535,700,32,21.36,6.2,43.9833,537,971
4,Uvernet-Fours,4400,609,612,600,4,135.44,6.62612,44.3612,1093,3040
4,Barcelonnette,4400,2700,2815,2700,164,16.42,6.65,44.3833,1115,2680
4,Faucon-de-Barcelonnette,4400,303,209,300,17,17.42,6.68333,44.4,1157,2984
4,Valensole,4210,3224,2336,2900,25,127.77,5.98333,43.8333,290,651
4,Salignac,4290,546,400,500,37,14.42,5.98333,44.1667,431,802
4,Corbières,4220,987,798,1000,51,19.06,5.75,43.7667,256,531
4,Le Brusquet,4420,968,965,1000,43,22.25,6.3,44.15,694,1550
4,Le Caire,4250,66,76,100,3,17.63,6.05,44.3667,743,1559
4,Sisteron,4200,7450,6962,7300,148,50.25,5.93333,44.2,448,1145
4,La Javie,4420,392,329,400,10,37.27,6.35,44.1667,752,2186
4,Noyers-sur-Jabron,4200,464,337,400,8,56.58,5.83333,44.1667,524,1825
4,Lambruisse,4170,90,68,100,4,21.78,6.43333,44.05,993,2000
4,La Condamine-Châtelard,4530,173,165,100,3,56.08,6.74584,44.4581,1239,3047
4,Saint-Jurs,4410,155,150,200,4,33.59,6.2,43.9,619,1726
4,Banon,4150,1070,879,1100,26,39.81,5.63333,44.0333,540,1093
4,Venterol,5130,248,196,200,10,22.75,6.1,44.45,595,1562
4,Castellet-lès-Sausses,4320,109,106,100,2,53.91,6.76667,43.9833,510,2564
4,Manosque,4100,22105,19607,22300,389,56.73,5.78333,43.8333,279,730
4,Beaujeu,4420,150,151,200,3,45.68,6.36667,44.2,821,2186
4,Beauvezer,4370,336,279,300,12,26.98,6.6,44.15,1120,2490
4,Le Fugeret,4240,232,171,200,8,28.38,6.63333,44,760,1960
4,Selonnet,4460,432,405,400,14,29.55,6.3,44.3667,846,2028
4,Senez,4330,170,144,200,2,70.27,6.4,43.9167,748,1720
4,Châteauredon,4270,93,96,100,8,10.53,6.21667,44.0167,573,1507
4,Saint-Martin-de-Brômes,4800,535,404,500,25,21.09,5.95,43.7667,307,588
4,Roumoules,4500,700,631,700,26,26.04,6.13333,43.8333,545,783
4,Piégut,5130,145,123,100,13,11.12,6.11667,44.45,610,1560
4,Brunet,4210,256,218,300,8,28.47,6.03333,43.9,369,690
4,Melve,4250,103,114,100,7,14.11,5.98333,44.35,698,1478
4,Saint-Julien-du-Verdon,4170,150,108,100,24,6.19,6.53333,43.9167,869,1760
4,Draix,4420,80,86,100,3,23.04,6.35,44.1333,760,2280
4,Fontienne,4230,132,116,100,16,8.18,5.8,44.0167,513,894
4,Hautes-Duyes,4380,35,27,0,1,22.84,6.15778,44.18,776,1872
4,Saint-Vincent-sur-Jabron,4200,218,192,200,7,30.2,5.73333,44.1667,585,1723
4,Champtercier,4660,794,694,800,43,18.31,6.16667,44.1,587,1140
4,Céreste,4280,1264,1047,1200,38,32.54,5.58333,43.85,323,971
4,Méailles,4240,117,87,100,3,32.74,6.63333,44.0333,867,2183
4,Entrevennes,4700,168,163,200,5,29.81,6.03333,43.9333,451,800
4,Digne-les-Bains,4000,16922,16029,17300,144,117.07,6.23639,44.0933,524,1731
4,Peipin,4200,1351,1046,1200,102,13.15,5.95,44.1333,438,1281
4,Thorame-Haute,4170,232,175,200,2,108.35,6.55,44.1,971,2682
4,Peyroules,4120,226,136,200,6,33.34,6.63333,43.8167,919,1894
4,Revest-des-Brousses,4150,258,203,200,11,22.95,5.66667,43.9667,515,868
4,Gréoux-les-Bains,4800,2545,1913,2500,36,69.46,5.88333,43.75,268,571
4,Saint-Martin-lès-Seyne,4140,18,22,0,1,12.27,6.25667,44.3856,840,1662
4,Bayons,4250,255,200,300,2,125.75,6.16667,44.3333,749,2111
4,Sainte-Croix-à-Lauze,4110,79,72,100,9,8.65,5.61667,43.9167,374,793
4,Barras,4380,158,121,200,7,20.8,6.11667,44.1,533,1298
4,Saint-Pons,4400,762,641,700,23,32.06,6.62778,44.3923,1097,2879
4,Curbans,5110,442,292,400,15,28.88,6.03333,44.4333,544,1559
4,Villars-Colmars,4640,253,209,200,6,40.59,6.6,44.1667,1164,2642
4,Omergues,4200,126,98,100,3,34.22,5.6,44.1667,789,1452
4,Annot,4240,1058,990,1000,35,29.8,6.66667,43.9667,599,1638
4,Majastres,4270,2,8,0,0,29.85,6.3,43.9167,800,1860
4,Sourribes,4290,173,138,200,8,19.75,6.01667,44.15,467,1438
5,Salérans,5300,85,84,100,6,13.9,5.7,44.25,648,1526
5,Risoul,5600,644,638,600,21,30.34,6.63333,44.65,872,2573
5,Veynes,5400,3186,3093,3200,74,42.6,5.81667,44.5333,771,1815
5,Monêtier-Allemont,5110,318,264,300,44,7.15,5.93333,44.3833,530,1373
5,Remollon,5190,431,398,400,66,6.45,6.16667,44.4667,610,1400
5,Saint-Apollinaire,5160,120,106,100,15,7.54,6.36667,44.5667,858,2120
5,Montmaur,5400,519,423,500,10,48.77,5.88333,44.5833,849,2680
5,Rabou,5400,79,67,100,2,26.56,6,44.6,1020,2280
5,La Roche-des-Arnauds,5400,1398,957,1300,26,53.75,5.95,44.5667,885,2709
5,Barcillonnette,5110,136,104,100,6,19.51,5.91667,44.4333,691,1560
5,La Bâtie-Neuve,5230,2325,1692,2100,83,27.99,6.2,44.5667,824,2420
5,Montgenèvre,5100,511,498,500,12,40.07,6.71667,44.9333,1360,3124
5,Manteyer,5400,421,304,400,16,25.63,5.96667,44.5333,890,1974
5,Cervières,5100,174,129,200,1,109.68,6.71667,44.8667,1375,3294
5,La Saulce,5110,1302,905,1300,165,7.89,6.01667,44.4167,555,1046
5,Vallouise,5290,742,632,700,10,68.58,6.48333,44.85,1106,3667
5,Puy-Saint-André,5100,468,462,500,30,15.37,6.6,44.8833,1159,2923
5,Saint-Étienne-en-Dévoluy,5250,558,539,600,8,67.87,5.93333,44.7,1134,2652
5,La Rochette,5000,423,375,400,40,10.34,6.15,44.6,779,1631
5,Montgardin,5230,452,381,400,29,15.32,6.23333,44.55,772,1420
5,Saint-Chaffrey,5330,1668,1572,1700,64,25.88,6.6,44.9167,1274,2632
5,Saint-Julien-en-Beauchêne,5140,128,108,100,2,59.43,5.7,44.6167,847,2365
5,Saint-Firmin,5800,477,438,500,21,22.39,6.02917,44.7814,767,2776
5,Chabestan,5400,153,126,100,12,12.2,5.78333,44.4833,715,1360
5,Val-des-Prés,5100,541,453,500,12,44.77,6.68333,44.95,1338,2761
5,Sorbiers,5150,41,54,0,2,13.93,5.56667,44.3667,700,1177
5,Champoléon,5260,127,113,100,1,98.54,6.23333,44.7333,1173,3439
5,Espinasses,5190,675,592,700,48,13.86,6.21667,44.4667,637,1730
5,Saint-Crépin,5600,624,541,600,13,46.3,6.6,44.7,894,2905
5,Saint-Laurent-du-Cros,5500,518,422,500,40,12.69,6.11667,44.65,979,1366
5,Poligny,5500,327,230,300,23,13.81,6.05,44.7,896,2082
5,Méreuil,5700,89,78,100,8,10.61,5.73333,44.3833,610,1546
5,Chabottes,5260,757,609,800,76,9.96,6.18333,44.65,1028,1347
5,Montmorin,5150,90,84,100,3,25.86,5.55,44.45,719,1564
5,Étoile-Saint-Cyrice,5700,34,31,0,2,14.41,5.62806,44.3153,698,1296
5,Ristolas,5460,90,78,100,1,82.18,6.95,44.7667,1571,3294
5,Arvieux,5350,375,356,400,5,72.62,6.73333,44.7667,1138,2905
5,Prunières,5230,289,232,300,21,13.2,6.33333,44.55,770,2390
5,La Chapelle-en-Valgaudémar,5800,121,127,100,1,108.02,6.19473,44.817,1022,3667
5,Neffes,5000,747,570,700,89,8.36,6.03333,44.5,633,892
5,Orcières,5170,718,811,700,7,98.27,6.33333,44.6833,1174,3117
5,Pelvoux,5340,467,399,400,6,76.23,6.48667,44.8692,1179,4099
5,Bénévent-et-Charbillac,5500,270,260,300,22,12.15,6.08612,44.6975,923,2058
5,Saint-Véran,5350,257,265,300,5,44.75,6.86667,44.7,1756,3175
5,Lagrand,5300,268,269,300,38,6.92,5.75,44.3333,581,1219
5,Saint-Bonnet-en-Champsaur,5500,1700,1449,1700,113,15.01,6.0764,44.682,934,2358
5,Embrun,5200,6110,6186,6300,167,36.39,6.5,44.5667,778,2800
5,Eygliers,5600,730,697,700,24,30.04,6.63389,44.6759,881,2670
5,Champcella,5310,174,142,200,5,30.25,6.57139,44.7228,900,3156
5,Puy-Saint-Eusèbe,5200,128,115,100,11,11.31,6.41667,44.5667,860,2620
5,Châteauroux-les-Alpes,5380,1117,943,1100,12,92.84,6.51667,44.6167,811,3120
5,Crots,5200,933,723,900,17,53.84,6.47112,44.5337,778,2896
5,Forest-Saint-Julien,5260,283,218,300,40,6.95,6.13333,44.65,1015,1631
5,Savournon,5700,241,208,200,6,39.23,5.78333,44.4167,671,1760
5,Vigneaux,5120,480,392,500,30,15.99,6.53333,44.8167,978,2800
5,Infournas,5500,28,24,0,3,8.69,6.1,44.7167,1158,2442
5,Oze,5400,94,65,100,7,12.03,5.8,44.5,737,1603
5,Jarjayes,5130,433,380,400,19,22.67,6.11667,44.5,586,1310
5,Réotier,5600,207,161,200,9,22.33,6.6,44.6667,871,3086
5,Montrond,5700,54,39,100,12,4.46,5.75,44.3833,605,822
5,La Haute-Beaume,5140,10,10,0,1,7.13,5.62778,44.5639,993,1690
5,Saint-Eusèbe-en-Champsaur,5500,142,143,100,18,7.83,6.03333,44.7333,850,1221
5,Avançon,5230,391,331,400,17,22.57,6.18333,44.5333,718,1629
5,Gap,5000,39744,36269,38600,359,110.43,6.08333,44.5667,625,2360
5,Savines-le-Lac,5160,1088,819,1100,43,25.13,6.40501,44.5259,775,2260
5,Lettret,5130,184,109,200,43,4.2,6.06667,44.4667,591,960
5,Aspres-sur-Buëch,5140,819,756,800,19,42.65,5.75,44.5167,727,2063
5,Ceillac,5600,304,277,300,3,96.05,6.775,44.6667,1224,3381
5,Villar-Loubière,5800,46,62,0,2,22.63,6.13333,44.8333,975,3098
5,Guillestre,5600,2325,2219,2300,45,51.29,6.65,44.6667,867,2694
5,Le Monêtier-les-Bains,5220,1035,1021,1100,10,97.87,6.51667,44.9833,1397,3659
5,Costes,5500,153,140,100,17,8.78,6.03333,44.75,1043,2776
5,Ribeyret,5150,105,114,100,5,17.87,5.55,44.4167,720,1564
5,Saint-Jacques-en-Valgodemard,5800,150,152,200,9,15.65,6.05,44.7667,820,2776
5,Sigottier,5700,79,74,100,3,25.33,5.7,44.45,672,1634
5,Bruis,5150,66,73,100,2,25.15,5.51667,44.4667,655,1521
5,Saint-André-de-Rosans,5150,146,139,200,3,36.61,5.51667,44.3833,557,1213
5,Saint-Léger-les-Mélèzes,5260,323,228,300,47,6.76,6.2,44.65,1076,2459
5,Rambaud,5000,367,278,400,34,10.71,6.13333,44.55,793,1260
5,Puy-Saint-Vincent,5290,299,271,300,13,22.98,6.48333,44.8333,1155,3303
5,Saint-Pierre-Avez,5300,24,24,0,2,11.37,5.76667,44.25,610,1480
5,Saint-Sauveur,5200,440,399,400,18,24.18,6.51667,44.5333,791,2420
5,La Roche-de-Rame,5310,839,679,800,20,40.53,6.58333,44.75,910,2808
5,Agnières-en-Dévoluy,5250,270,212,300,8,32.46,5.88333,44.7,1114,2597
5,La Grave,5320,488,517,500,3,126.91,6.30667,45.0469,1135,3976
5,Château-Ville-Vieille,5470,337,324,300,5,66.9,6.8,44.7667,1229,3280
5,Upaix,5300,423,377,400,18,23.26,5.88333,44.3167,494,757
5,Aspres-lès-Corps,5800,139,123,100,8,16.73,5.98333,44.8,743,2776
5,Névache,5100,348,301,300,1,191.93,6.6044,45.0196,1430,3222
5,Eyguians,5300,232,237,200,24,9.37,5.78333,44.35,576,1200
5,La Salle-les-Alpes,5240,906,986,900,25,35.42,6.57084,44.9448,1356,2845
5,Antonaves,5300,179,160,200,22,8.03,5.8,44.2667,512,1414
5,Molines-en-Queyras,5350,315,322,300,5,53.62,6.85,44.7333,1625,3160
5,Montbrand,5140,61,64,100,2,25.03,5.68333,44.5833,846,1728
5,L'Argentière-la-Bessée,5120,2326,2325,2300,36,64.55,6.55,44.7833,945,3243
5,La Beaume,5140,164,140,200,5,29.64,5.63333,44.5667,786,1640
5,Le Saix,5400,98,81,100,4,22.15,5.83333,44.4833,774,1830
5,Le Glaizil,5800,180,179,200,8,21.93,5.98333,44.75,774,2570
5,La Motte-en-Champsaur,5500,204,177,200,3,52.8,6.06667,44.7333,1014,3164
5,Châteauneuf-de-Chabre,5300,315,259,300,13,23.9,5.81667,44.2833,514,1352
5,Théus,5190,216,156,200,12,16.71,6.2,44.4667,635,1732
5,Saint-Martin-de-Queyrières,5120,1086,936,1100,19,55.52,6.58528,44.8403,1000,2920
5,La Cluse,5250,53,54,100,1,40.15,5.85,44.6333,1027,2683
5,Bréziers,5190,164,124,100,5,30.35,6.2,44.4333,707,1578
5,Saint-Clément-sur-Durance,5600,294,229,300,11,25.06,6.57834,44.6489,858,2836
5,Barret-sur-Méouge,5300,227,232,200,8,26.72,5.73333,44.2667,592,1555
5,La Freissinouse,5000,536,456,500,64,8.32,6.01667,44.5333,840,1232
5,Le Poët,5300,728,705,700,46,15.51,5.88333,44.2833,460,678
5,Sainte-Marie,5150,42,48,0,5,7.5,5.475,44.4667,627,1243
5,Vitrolles,5110,209,139,200,14,14.62,5.93333,44.4333,545,1455
5,Sainte-Colombe,5700,59,50,100,3,17.18,5.66917,44.2848,715,1360
5,Trescléoux,5700,311,275,300,16,18.68,5.7,44.35,584,1375
5,Saint-Julien-en-Champsaur,5500,306,275,300,30,10.04,6.13333,44.6667,993,1842
5,Lazer,5300,329,276,300,14,21.98,5.83333,44.35,565,1321
5,Baratier,5200,510,463,500,31,15.99,6.5,44.5333,780,2857
5,Laragne-Montéglin,5300,3756,3306,3500,159,23.51,5.82222,44.3158,544,1240
5,La Fare-en-Champsaur,5500,449,413,400,43,10.27,6.06667,44.6667,949,2082
5,Sigoyer,5130,640,584,700,26,24.38,5.96667,44.4833,639,2000
5,Châteauneuf-d'Oze,5400,27,14,0,1,26.23,5.86667,44.5167,861,2016
5,Serres,5700,1283,1201,1300,69,18.57,5.715,44.4287,633,1431
5,Puy-Saint-Pierre,5100,507,354,500,65,7.74,6.61667,44.9,1237,2538
5,Moydans,5150,56,53,100,5,10.51,5.5,44.4,633,1494
5,Fouillouse,5130,198,138,200,27,7.24,6.01667,44.45,599,1081
5,Montjay,5150,104,79,100,3,27,5.6,44.3667,764,1298
5,Furmeyer,5400,142,153,100,9,14.27,5.86667,44.5333,817,1661
5,Le Bersac,5700,152,134,200,18,8.02,5.75,44.4167,636,1299
5,Montclus,5700,55,48,100,2,21.25,5.68333,44.4167,680,1546
5,Orres,5200,507,458,500,6,74.79,6.55,44.5167,1198,2914
5,Chauffayer,5800,391,332,400,35,10.9,6.01667,44.75,775,1132
5,Saint-Auban-d'Oze,5400,71,68,100,5,13.21,5.85,44.5,848,1603
5,Saint-Étienne-le-Laus,5130,301,215,300,34,8.66,6.16667,44.5,699,1266
5,Orpierre,5700,328,256,300,11,27.57,5.68333,44.3167,619,1323
5,Aspremont,5140,320,237,300,17,18.52,5.72778,44.4925,696,1378
5,Saint-Jean-Saint-Nicolas,5260,1010,781,900,27,37.17,6.21667,44.6667,1077,2614
5,Freissinières,5310,198,169,200,2,88.21,6.53723,44.7542,936,3236
5,Châteauvieux,5000,447,408,400,63,7.07,6.05112,44.4839,612,960
5,Saint-Genis,5300,52,49,100,2,18.32,5.76667,44.3833,591,1422
5,La Piarre,5700,97,63,100,4,21.67,5.65,44.4667,760,1760
5,Esparron,5110,38,27,0,1,24.11,5.90306,44.4537,795,1830
5,L'Épine,5700,182,154,200,5,33.47,5.61667,44.4167,785,1760
5,Saint-Maurice-en-Valgodemard,5800,137,150,100,3,36.37,6.08333,44.8,875,2824
5,Lardier-et-Valença,5110,293,198,300,19,14.86,5.96667,44.4333,548,1482
5,Aiguilles,5470,433,435,400,10,40.16,6.86667,44.7833,1400,3078
5,Saint-André-d'Embrun,5200,620,495,600,16,38.63,6.53333,44.5833,796,2934
5,Saléon,5300,92,69,100,9,9.86,5.76667,44.35,557,1280
5,Pelleautier,5000,606,391,600,47,12.81,6.01667,44.5167,737,2016
5,Saint-Michel-de-Chaillol,5260,328,301,300,19,16.78,6.16667,44.6667,1220,2745
5,Saint-Pierre-d'Argençon,5140,158,152,200,8,18.81,5.7,44.5167,737,1560
5,Chorges,5230,2599,1894,2500,48,53.34,6.28333,44.55,773,2510
5,Abriès,5460,365,358,400,4,77.13,6.93333,44.7833,1513,3305
5,Nossage-et-Bénévent,5700,12,8,0,2,4.31,5.74862,44.3153,610,1352
5,Le Sauze-du-Lac,5160,134,86,100,15,8.49,6.31389,44.4784,770,1300
5,Ventavon,5300,512,459,500,11,42.69,5.9,44.3667,503,1422
5,Rousset,5190,163,176,200,11,14.38,6.23417,44.4664,650,1500
5,Éourres,26560,151,85,100,5,26.47,5.7,44.2,759,1613
5,Villar-Saint-Pancrace,5100,1457,1415,1500,34,42.53,6.63333,44.8667,1160,2903
5,La Faurie,5140,316,232,300,10,31.44,5.73333,44.5667,780,2063
5,La Bâtie-Montsaléon,5700,210,136,200,13,15.08,5.75,44.45,671,1431
5,La Bâtie-Vieille,5000,278,246,300,30,9.05,6.16667,44.55,798,1152
5,Le Noyer,5500,267,222,300,12,21.5,6.01667,44.7,839,2563
5,Rosans,5150,519,492,500,17,30.39,5.46667,44.3833,532,1563
5,Valserres,5130,229,192,200,19,11.92,6.13333,44.4833,608,1410
5,Rochebrune,5190,161,128,100,13,12.37,6.18333,44.4667,622,1374
5,Tallard,5130,1988,1300,1900,132,15.02,6.05,44.4667,570,1121
5,Saint-Disdier,5250,136,141,100,2,45.89,5.89723,44.7348,950,2755
5,Ribiers,5300,794,682,800,21,36.55,5.86667,44.2333,464,1480
5,Chanousse,5700,58,36,0,2,20.32,5.65,44.35,695,1520
5,Buissard,5500,182,100,200,62,2.92,6.13333,44.65,1026,1340
5,Villar-d'Arêne,5480,287,217,300,3,77.51,6.33711,45.0423,1519,3883
5,Ancelle,5260,858,620,800,16,50.66,6.2,44.6333,1160,2779
5,Briançon,5100,11627,10729,11600,414,28.07,6.65,44.9,1167,2540
5,Laye,5500,246,208,200,23,10.55,6.08333,44.6333,976,2158
5,Mont-Dauphin,5600,147,88,100,253,0.58,6.61667,44.6667,898,1035
5,Puy-Sanières,5200,236,155,200,20,11.38,6.43333,44.55,780,2524
5,Réallon,5160,253,195,200,3,71.4,6.36667,44.6,1000,2990
5,Crévoux,5200,142,105,100,2,56.26,6.6,44.55,1169,2989
5,Vars,5560,677,641,600,7,92.2,6.68333,44.6167,1320,3381
6,La Roquette-sur-Var,6670,931,823,900,233,3.99,7.2,43.8333,108,600
6,Bairols,6420,107,117,100,7,15.24,7.13333,43.9833,280,1803
6,Aspremont,6790,2187,1853,2100,231,9.44,7.25,43.7833,100,855
6,Colomars,6670,3290,2883,3200,489,6.72,7.21667,43.7667,57,402
6,Castagniers,6670,1542,1363,1500,205,7.52,7.23333,43.8,68,881
6,La Gaude,6610,6821,6172,6700,520,13.1,7.15,43.7167,24,349
6,Vence,6140,19281,16970,19200,491,39.23,7.11667,43.7167,40,1033
6,Gattières,6510,4052,3573,4100,403,10.03,7.18333,43.7667,48,950
6,Grasse,06130-06520,51036,43848,51600,1148,44.44,6.91667,43.6667,80,1061
6,Spéracèdes,6530,1266,1092,1200,365,3.46,6.86667,43.65,204,790
6,Courmes,6620,100,88,100,6,15.71,7.01667,43.75,260,1263
6,Mujouls,6910,44,30,100,3,14.55,6.85,43.8833,518,1416
6,Levens,6670,4683,3700,4600,156,29.85,7.21667,43.8667,121,1414
6,Touët-sur-Var,6710,661,439,600,44,14.98,7,43.95,280,1043
6,Saint-Léger,6260,67,65,100,14,4.61,6.83333,44,590,1600
6,Ferres,6510,97,59,100,7,13.7,7.1,43.85,180,1278
6,Tourette-du-Château,6830,117,89,100,12,9.74,7.14278,43.8823,276,1551
6,Tourrettes-sur-Loup,6140,4007,3904,4200,136,29.28,7.05,43.7167,47,1246
6,Coaraze,6390,736,658,700,42,17.14,7.3,43.8667,313,1414
6,Saint-Martin-du-Var,6670,2576,2190,2500,460,5.59,7.2,43.8167,88,403
6,Peymeinade,6530,7867,7150,7800,806,9.76,6.88333,43.6333,29,326
6,Beausoleil,6240,13515,12774,14100,4844,2.79,7.43333,43.75,40,621
6,Duranus,6670,181,155,200,11,16.1,7.26667,43.9,194,1500
6,Auvare,6260,49,44,100,2,18.27,6.91667,43.9833,479,2133
6,Amirat,6910,55,41,0,4,12.95,6.81667,43.9,725,1373
6,Péone,6470,908,686,800,18,48.59,6.9,44.1167,947,2640
6,Roquefort-les-Pins,6330,6355,5265,6300,295,21.53,7.05084,43.6656,20,362
6,Saint-Dalmas-le-Selvage,6660,126,123,100,1,81.03,6.86667,44.2833,1280,2881
6,Utelle,6450,720,490,700,10,67.97,7.25,43.9167,126,2080
6,Blausasc,6440,1469,1256,1400,143,10.21,7.36667,43.8,108,661
6,Biot,6410,9449,7411,9200,608,15.54,7.1,43.6333,9,208
6,Villefranche-sur-Mer,6230,5419,6825,6200,1110,4.88,7.31667,43.7,0,575
6,La Tour,6710,465,300,400,12,36.7,7.18333,43.95,195,1900
6,Tourrette-Levens,6690,4729,4113,4700,286,16.5,7.26667,43.7833,160,845
6,La Bollène-Vésubie,6450,560,416,600,15,35.57,7.33333,43.9833,465,2122
6,Valbonne,6560,12275,10762,12500,647,18.97,7,43.6333,75,302
6,Puget-Théniers,6260,1805,1550,1800,84,21.45,6.9,43.95,353,1436
6,Saint-Martin-d'Entraunes,6470,83,87,100,2,40.05,6.76667,44.1333,968,2742
6,Sauze,6470,98,99,100,3,27.77,6.83333,44.0833,780,2502
6,Vallauris,6220,28252,25765,29100,2166,13.04,7.05,43.5833,0,285
6,Puget-Rostang,6260,107,115,100,4,22.46,6.91667,43.9667,537,1738
6,Entraunes,6470,123,125,100,1,81.45,6.75,44.1833,1100,2880
6,Saint-Sauveur-sur-Tinée,6420,343,337,300,10,32.28,7.1,44.0833,432,2708
6,Saint-Paul-de-Vence,6570,3486,2874,3500,480,7.26,7.11667,43.7,39,355
6,Fontan,6540,255,234,300,5,49.61,7.55,44,405,2447
6,Sospel,6380,3527,2887,3500,56,62.39,7.45,43.8833,257,1737
6,La Brigue,6430,700,599,600,7,91.77,7.61667,44.0667,559,2650
6,Drap,6340,4385,4333,4600,791,5.54,7.31667,43.75,75,520
6,Moulinet,6380,207,248,200,5,41.07,7.41667,43.95,516,2080
6,Roquestéron-Grasse,6910,79,65,100,3,23.98,7,43.8667,289,1565
6,Saint-Antonin,6260,109,78,100,16,6.44,6.98333,43.9167,625,901
6,Auribeau-sur-Siagne,6810,3042,2611,2800,555,5.48,6.91667,43.6,12,302
6,Revest-les-Roches,6830,212,162,200,24,8.61,7.15,43.8833,138,1524
6,La Turbie,6320,3180,3017,3200,428,7.42,7.4,43.75,146,658
6,Briançonnet,6850,217,169,200,8,24.32,6.76667,43.8667,740,1600
6,Contes,6390,7010,6550,6900,360,19.47,7.31667,43.8167,123,642
6,Castillon,6500,372,282,300,49,7.51,7.46667,43.8333,275,1289
6,Touët-de-l'Escarène,6440,325,242,300,71,4.57,7.36501,43.8475,374,1080
6,Valderoure,6750,397,306,400,15,25.34,6.71667,43.7833,1027,1645
6,Escragnolles,6460,596,384,500,23,25.48,6.78333,43.7333,400,1644
6,Pierrefeu,6910,254,244,300,11,22.27,7.08333,43.8667,222,1520
6,Mouans-Sartoux,6370,10198,8886,10300,754,13.52,6.96667,43.6167,40,321
6,Andon,6750,579,343,600,10,54.3,6.78333,43.7667,911,1649
